Order ID,用途碼,用途中文說明,標準板編號,塗料編號,製造批號,Coil No.,Time,Coating Thickness正面,"Minimum thickness
 正面","Coating Thickness
 正面 -北","Coating Thickness
 正面 -南","Avergage Thickness
  (µm)正面",光澤60度反射(下限),光澤60度反射(上限),入料檢測-光澤,光澤-正-北,光澤-正-南,"Average value
 光澤正面","正-北
 ΔE","正-北
 ΔL","正-北
Δa","正-北
Δb","正-南
 ΔE","正-南
ΔL","正-南
Δa","正-南
Δb","Average value
ΔE 正面","Average value
ΔL 正面","Average value
 Δa 正面","Average value
Δb 正面","入料檢測
ΔE 正面","入料檢測
 ΔL 正面","入料檢測
Δa 正面","入料檢測
Δb 正面"
D3K33V414,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123EK,PS2E123EK,F174121907,4CB492B00,2025/1/15,25,23,24.8,24.5,24.7,20,30,28,24.7,24.2,24.45,0.59,-0.22,-0.53,-0.13,0.61,-0.23,-0.55,-0.12,0.6,-0.23,-0.54,-0.13,0.48,-0.46,-0.15,-0.04
D3K33V414,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123EK,PS2E123EK,F174121907,4CB493B00,2025/1/15,25,23,24.7,24.5,24.6,20,30,28,24.6,24.3,24.45,0.6,-0.21,-0.55,-0.11,0.58,-0.22,-0.53,-0.11,0.59,-0.22,-0.54,-0.11,0.48,-0.46,-0.15,-0.04
D3K33V414,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123EK,PS2E123EK,F174121907,4CB494B00,2025/1/15,25,23,24.9,24.7,24.8,20,30,28,24.8,24.7,24.75,0.58,-0.23,-0.52,-0.12,0.59,-0.23,-0.53,-0.1,0.59,-0.23,-0.53,-0.11,0.48,-0.46,-0.15,-0.04
W3K33Y207,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N113-C51,51A481A00,2025/1/15,25,23,24.6,24.7,24.7,20,30,30,26.9,26.5,26.7,0.41,0.28,-0.04,0.3,0.43,0.28,-0.05,0.32,0.42,0.28,-0.045,0.31,0.36,0.08,0.08,0.34
W3K33Y207,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N113-C51,51A481B00,2025/1/15,25,23,24.8,24.9,24.9,20,30,30,26.4,26.4,26.4,0.4,0.24,-0.02,0.32,0.41,0.27,-0.04,0.31,0.405,0.255,-0.03,0.315,0.36,0.08,0.08,0.34
W3K33Y207,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N114-118,51A482B00,2025/1/15,25,23,25,25.2,25.1,20,30,22,24.3,24.2,24.25,0.33,0.2,-0.01,0.26,0.3,0.2,0,0.22,0.315,0.2,-0.005,0.24,0.3,-0.05,0.25,0.16
W3K33Y207,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N114-118,51A483B00,2025/1/15,25,23,24.5,24.6,24.6,20,30,22,24.5,24.3,24.4,0.34,0.2,-0.02,0.27,0.33,0.21,-0.01,0.26,0.335,0.205,-0.015,0.265,0.3,-0.05,0.25,0.16
W3K33Y207,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N114-118,51A484B00,2025/1/15,25,23,24.6,24.7,24.7,20,30,22,24.4,24.6,24.5,0.28,0.19,0.01,0.21,0.26,0.18,0,0.19,0.27,0.185,0.005,0.2,0.3,-0.05,0.25,0.16
W3K33Y207,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N114-118,51A485B00,2025/1/15,25,23,24.5,24.7,24.6,20,30,22,24.1,24.3,24.2,0.35,0.25,0,0.24,0.35,0.27,-0.01,0.22,0.35,0.26,-0.005,0.23,0.3,-0.05,0.25,0.16
W3K33Y208,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123PS,PS2E123PS,F174121706,51A486A00,2025/1/15,25,23,24.8,24.6,24.7,20,30,22,26.2,26.4,26.3,0.22,0.21,-0.02,-0.05,0.28,0.26,-0.01,-0.09,0.25,0.235,-0.015,-0.07,0.48,-0.36,0.33,-0.16
W3K33Y208,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123PS,PS2E123PS,F174121706,51A486B00,2025/1/15,25,23,24.7,24.6,24.7,20,30,22,26.4,26.6,26.5,0.23,0.22,-0.01,-0.05,0.27,0.26,-0.01,-0.07,0.25,0.24,-0.01,-0.06,0.48,-0.36,0.33,-0.16
W3K33Y208,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123PS,PS2E123PS,F174121706,51A487B00,2025/1/15,25,23,24.5,24.6,24.6,20,30,22,25.6,25.6,25.6,0.22,0.19,-0.04,-0.1,0.26,0.23,-0.03,-0.12,0.24,0.21,-0.035,-0.11,0.48,-0.36,0.33,-0.16
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,412-0205,51B325A00,2025/1/24,25,23,25,25.1,25.1,10,20,18,12.3,12.1,12.2,0.49,-0.45,-0.05,-0.18,0.46,-0.42,-0.07,-0.17,0.475,-0.435,-0.06,-0.175,0.5,0.39,0.02,-0.31
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,412-0205,51B325B00,2025/1/24,25,23,25.1,25.2,25.2,10,20,18,12.2,12.1,12.15,0.49,-0.45,-0.03,-0.19,0.47,-0.43,-0.07,-0.17,0.48,-0.44,-0.05,-0.18,0.5,0.39,0.02,-0.31
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B326B00,2025/1/24,25,23,25.1,25.3,25.2,10,20,17,12.4,12,12.2,0.48,-0.45,-0.05,-0.15,0.46,-0.42,-0.06,-0.17,0.47,-0.435,-0.055,-0.16,0.46,-0.22,-0.12,-0.42
PPK34Y901,KED1,電熱器外殼,YS6GB39US,PT6GB39US,KT64331012,51L677A00,2025/1/29,25,23,24.5,24.6,24.6,30,40,39,38.3,37.9,38.1,0.44,0.37,-0.08,0.22,0.45,0.37,-0.08,0.24,0.445,0.37,-0.08,0.23,0.17,-0.11,-0.05,0.12
PPK34Y901,KED1,電熱器外殼,YS6GB39US,PT6GB39US,KT64331012,51L677B00,2025/1/29,25,23,24.8,24.9,24.9,30,40,39,37.9,37.7,37.8,0.38,0.29,-0.08,0.23,0.42,0.32,-0.09,0.25,0.4,0.305,-0.085,0.24,0.17,-0.11,-0.05,0.12
PMK354501,KF3D,窗簾滑軌(低鉛鎘),YS2U188TP,PS2U188TP,F174120206,51A477BM1,2025/2/6,25,23,23.1,23.1,23.1,80,90,89,80.3,80.1,80.2,0.42,0.06,-0.19,0.37,0.3,0.02,-0.19,0.23,0.36,0.04,-0.19,0.3,0.4,0.2,-0.12,0.31
PMK354501,KF3D,窗簾滑軌(低鉛鎘),YS2U188TP,PS2U188TP,F174120206,51A477BM2,2025/2/6,25,23,23.1,23,23.1,80,90,89,80.5,80.4,80.45,1.09,0.25,-0.23,1.04,0.88,0.11,-0.22,0.85,0.985,0.18,-0.225,0.945,0.4,0.2,-0.12,0.31
PMK354501,KF3D,窗簾滑軌(低鉛鎘),YS2U188TP,PS2U188TP,F174120206,51A477BP0,2025/2/6,25,23,23.3,23.2,23.3,80,90,89,78.3,77.1,77.7,0.91,0.21,-0.21,0.86,0.71,0.11,-0.22,0.67,0.81,0.16,-0.215,0.765,0.4,0.2,-0.12,0.31
PMK35N202,KF3D,窗簾滑軌(低鉛鎘),YS2F178RP,PS2F178RP,F175010611,51A979A20,2025/2/6,25,23,23.3,23.2,23.3,70,80,74,68.9,68.3,68.6,0.4,0.05,-0.13,0.37,0.3,-0.01,-0.14,0.26,0.35,0.02,-0.135,0.315,0.42,-0.18,-0.36,0.11
PMK35N202,KF3D,窗簾滑軌(低鉛鎘),YS2F178RP,PS2F178RP,F174101602,51A979B10,2025/2/6,25,23,23.2,23.2,23.2,70,80,75,68.2,68.2,68.2,0.38,0.02,-0.15,0.35,0.38,0.06,-0.17,0.33,0.38,0.04,-0.16,0.34,0.42,-0.3,-0.25,0.16
PMK35N202,KF3D,窗簾滑軌(低鉛鎘),YS2F178RP,PS2F178RP,F174101602,51A979B20,2025/2/6,25,23,23.1,23,23.1,70,80,75,69.6,68,68.8,0.49,0.02,-0.11,0.48,0.41,-0.12,-0.12,0.37,0.45,-0.05,-0.115,0.425,0.42,-0.3,-0.25,0.16
PMK35N201,KF3D,窗簾滑軌(低鉛鎘),YS2U188TP,PS2U188TP,F174120206,51B167A00,2025/2/16,25,23,23,23,23,80,90,89,80,80,80,0.58,-0.51,-0.28,0.01,0.67,-0.6,-0.29,-0.09,0.625,-0.555,-0.285,-0.04,0.4,0.2,-0.12,0.31
PMK35N201,KF3D,窗簾滑軌(低鉛鎘),YS2U188TP,PS2U188TP,F174120206,51B167B00,2025/2/16,25,23,23.3,23,23.2,80,90,89,80,80,80,0.63,-0.28,-0.26,0.5,0.5,-0.21,-0.27,0.36,0.565,-0.245,-0.265,0.43,0.4,0.2,-0.12,0.31
PMK409201,KF3D,窗簾滑軌(低鉛鎘),YS2U188TP,PS2U188TP,F174101603,52A773A10,2025/2/16,25,23,24,23.8,23.9,80,90,85,80,80,80,0.61,0.03,-0.24,0.56,0.55,0.03,-0.25,0.49,0.58,0.03,-0.245,0.525,0.36,0.27,-0.21,0.13
PMK409201,KF3D,窗簾滑軌(低鉛鎘),YS2U188TP,PS2U188TP,F174101603,52A773A20,2025/2/16,25,23,23,23.3,23.2,80,90,85,80,80,80,0.71,-0.19,-0.25,0.64,0.59,-0.02,-0.26,0.53,0.65,-0.105,-0.255,0.585,0.36,0.27,-0.21,0.13
PMK409201,KF3D,窗簾滑軌(低鉛鎘),YS2U188TP,PS2U188TP,F174120206,52A773B20,2025/2/16,25,23,23.1,23.3,23.2,80,90,89,80,80,80,0.53,-0.05,-0.23,0.48,0.46,-0.01,-0.23,0.4,0.495,-0.03,-0.23,0.44,0.4,0.2,-0.12,0.31
D3K40D801,KD10,輕鋼架,YS2F13WW8,PT2F13WW8,KT65035015,52B235A11,2025/2/27,25,23,23.8,23.5,23.7,30,40,38,29,29.9,29.45,0.43,-0.22,0.05,0.37,0.41,-0.09,0.07,0.39,0.42,-0.155,0.06,0.38,0.09,-0.01,0.02,0.09
D3K40D801,KD10,輕鋼架,YS2F13WW8,PT2F13WW8,KT65035015,52B235A12,2025/2/27,25,23,23.1,23.3,23.2,30,40,38,28.1,27.8,27.95,0.44,-0.23,0.02,0.37,0.4,-0.19,0.04,0.35,0.42,-0.21,0.03,0.36,0.09,-0.01,0.02,0.09
D3K40D801,KD10,輕鋼架,YS2F13WW8,PT2F13WW8,KT65035015,52B235A22,2025/2/27,25,23,24.6,24.5,24.6,30,40,38,29,29.1,29.05,0.41,0.02,0.12,0.39,0.4,-0.05,0.1,0.38,0.405,-0.015,0.11,0.385,0.09,-0.01,0.02,0.09
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B520A00,2025/2/1,25,23,24.7,24.5,24.6,10,20,17,11.6,11.9,11.75,0.44,-0.39,-0.07,-0.2,0.45,-0.39,-0.08,-0.22,0.445,-0.39,-0.075,-0.21,0.46,-0.22,-0.12,-0.42
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B520B00,2025/2/1,25,23,24.8,24.5,24.7,10,20,17,11.7,11.8,11.75,0.43,-0.37,-0.07,-0.21,0.44,-0.38,-0.07,-0.22,0.435,-0.375,-0.07,-0.215,0.46,-0.22,-0.12,-0.42
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B521B00,2025/2/1,25,23,24.7,24.5,24.6,10,20,17,11.4,11.3,11.35,0.43,-0.36,-0.09,-0.21,0.44,-0.38,-0.07,-0.22,0.435,-0.37,-0.08,-0.215,0.46,-0.22,-0.12,-0.42
D3K349203,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F414121211,51B531A00,2025/2/1,25,23,25.3,25.1,25.2,20,30,26,22,21.9,21.95,0.32,0.1,-0.15,0.27,0.36,0.13,-0.16,0.3,0.34,0.12,-0.16,0.29,0.44,-0.19,-0.18,0.35
D3K349203,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F414121211,51B531B00,2025/2/1,25,23,25.2,25.3,25.3,20,30,26,22.2,22.1,22.15,0.34,0.11,-0.16,0.28,0.35,0.12,-0.16,0.29,0.345,0.12,-0.16,0.29,0.44,-0.19,-0.18,0.35
D3K349203,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F415011323,51B532B00,2025/2/1,25,23,24.5,24.6,24.6,20,30,24,21.8,21.5,21.65,0.39,0.12,-0.2,0.31,0.38,0.11,-0.21,0.3,0.385,0.12,-0.21,0.31,0.28,-0.2,-0.06,0.2
D3K349203,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F415011323,51B533B00,2025/2/1,25,23,25.3,25.2,25.3,20,30,24,21.9,21.8,21.85,0.34,0.09,-0.18,0.27,0.35,0.11,-0.19,0.27,0.345,0.1,-0.19,0.27,0.28,-0.2,-0.06,0.2
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B591B00,2025/2/1,25,23,24.9,24.6,24.8,10,20,17,9.5,10.1,9.8,0.48,-0.39,-0.08,-0.27,0.48,-0.37,-0.09,-0.29,0.48,-0.38,-0.085,-0.28,0.46,-0.22,-0.12,-0.42
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B592B00,2025/2/1,25,23,24.7,24.5,24.6,10,20,17,11.7,11.5,11.6,0.42,-0.35,-0.04,-0.23,0.43,-0.37,-0.08,-0.21,0.425,-0.36,-0.06,-0.22,0.46,-0.22,-0.12,-0.42
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B593B00,2025/2/1,25,23,24.7,24.5,24.6,10,20,17,11.7,11.3,11.5,0.43,-0.37,-0.05,-0.21,0.43,-0.37,-0.07,-0.2,0.43,-0.37,-0.06,-0.205,0.46,-0.22,-0.12,-0.42
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B594B00,2025/2/1,25,23,24.8,24.6,24.7,10,20,17,11.6,11.5,11.55,0.42,-0.36,-0.05,-0.22,0.42,-0.35,-0.04,-0.22,0.42,-0.355,-0.045,-0.22,0.46,-0.22,-0.12,-0.42
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B595B00,2025/2/1,25,23,25.1,24.7,24.9,10,20,17,9.5,10.1,9.8,0.5,-0.41,-0.07,-0.27,0.48,-0.4,-0.07,-0.26,0.49,-0.405,-0.07,-0.265,0.46,-0.22,-0.12,-0.42
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B596B00,2025/2/1,25,23,25.4,25,25.2,10,20,17,9.9,10.2,10.05,0.49,-0.4,-0.06,-0.27,0.48,-0.38,-0.07,-0.28,0.485,-0.39,-0.065,-0.275,0.46,-0.22,-0.12,-0.42
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B597B00,2025/2/1,25,23,24.7,24.6,24.7,10,20,17,11.2,11.4,11.3,0.43,-0.37,-0.06,-0.21,0.45,-0.38,-0.09,-0.23,0.44,-0.375,-0.075,-0.22,0.46,-0.22,-0.12,-0.42
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B598B00,2025/2/1,25,23,25.1,24.6,24.9,10,20,17,10.1,10.3,10.2,0.44,-0.36,-0.07,-0.24,0.43,-0.32,-0.08,-0.27,0.435,-0.34,-0.075,-0.255,0.46,-0.22,-0.12,-0.42
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,501-0126,51B599B00,2025/2/1,25,23,25.3,24.9,25.1,10,20,17,10.2,10.4,10.3,0.49,-0.39,-0.07,-0.28,0.45,-0.34,-0.08,-0.28,0.47,-0.365,-0.075,-0.28,0.46,-0.22,-0.12,-0.42
D3K349204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123DF,PS2E123DF,F174121605,51B718B00,2025/2/1,25,23,24.5,24.6,24.6,20,30,25,25.3,25.1,25.2,0.48,0.44,0.13,0.14,0.49,0.46,0.11,0.14,0.485,0.45,0.12,0.14,0.35,-0.07,0.19,0.29
D3K349204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123DF,PS2E123DF,F174121605,51B720A00,2025/2/1,25,23,24.9,24.8,24.9,20,30,25,27.5,27.4,27.45,0.32,0.3,0.12,0.03,0.33,0.31,0.11,0.02,0.325,0.305,0.115,0.025,0.35,-0.07,0.19,0.29
D3K349204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123DF,PS2E123DF,F174121605,51B720B00,2025/2/1,25,23,25.1,24.9,25,20,30,25,27.6,27.4,27.5,0.33,0.31,0.11,0.04,0.36,0.34,0.11,0.03,0.345,0.325,0.11,0.035,0.35,-0.07,0.19,0.29
D3K349204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123DF,PS2E123DF,F174121605,51B719B00,2025/2/2,25,23,24.7,24.5,24.6,20,30,25,27.4,27.2,27.3,0.48,0.44,0.11,-0.15,0.47,0.41,0.13,-0.18,0.475,0.425,0.12,-0.165,0.35,-0.07,0.19,0.29
W3K400904,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123PS,PS2E123PS,F175011003,51B498M20,2025/2/10,25,23,24.5,24.6,24.6,20,30,23,24.2,24.3,24.25,0.4,0.39,-0.07,-0.07,0.48,0.47,-0.06,-0.04,0.44,0.43,-0.065,-0.055,0.18,0.04,-0.05,-0.16
W3K400904,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123PS,PS2E123PS,F175010401,51B518A00,2025/2/10,25,23,24.9,24.5,24.7,20,30,27,25.1,25.8,25.45,0.4,0.38,-0.13,0.05,0.49,0.47,-0.11,0.06,0.445,0.425,-0.12,0.055,0.14,0.12,-0.07,-0.01
W3K400904,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123PS,PS2E123PS,F175010401,51B518B00,2025/2/10,25,23,24.7,24.6,24.7,20,30,27,25.3,25.6,25.45,0.42,0.4,-0.11,0.05,0.49,0.48,-0.09,0.05,0.455,0.44,-0.1,0.05,0.14,0.12,-0.07,-0.01
W3K400904,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123PS,PS2E123PS,F175010401,51B519B00,2025/2/10,25,23,24.7,24.8,24.8,20,30,27,26.1,26.4,26.25,0.44,0.43,-0.08,0.02,0.48,0.47,-0.07,0.02,0.46,0.45,-0.075,0.02,0.14,0.12,-0.07,-0.01
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A324A00,2025/2/11,32,29,31.8,32.2,32,12,18,18,15.3,15.4,15.35,0.21,-0.13,-0.11,0.12,0.22,-0.09,-0.08,0.18,0.215,-0.11,-0.095,0.15,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A324B00,2025/2/11,32,29,32.3,31.9,32.1,12,18,18,15.5,15.2,15.35,0.21,-0.12,-0.13,0.12,0.22,-0.08,-0.07,0.19,0.215,-0.1,-0.1,0.155,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A325B00,2025/2/11,32,29,31.7,31.9,31.8,12,18,18,15.4,15.3,15.35,0.21,-0.13,-0.12,0.12,0.23,-0.1,-0.09,0.19,0.22,-0.115,-0.105,0.155,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A326A10,2025/2/11,32,29,32.2,31.9,32.1,12,18,18,15.4,15.4,15.4,0.23,-0.14,-0.13,0.13,0.27,-0.12,-0.11,0.21,0.25,-0.13,-0.12,0.17,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A326B20,2025/2/11,32,29,32.3,32.4,32.4,12,18,18,16.3,16.2,16.25,0.24,-0.16,-0.12,0.13,0.28,-0.14,-0.12,0.21,0.26,-0.15,-0.12,0.17,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A327B00,2025/2/11,32,29,31.7,32.3,32,12,18,18,15.8,15.6,15.7,0.25,-0.17,-0.14,0.12,0.28,-0.16,-0.12,0.19,0.265,-0.165,-0.13,0.155,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A328B00,2025/2/11,32,29,32.7,32.5,32.6,12,18,18,17.4,16.8,17.1,0.22,0.15,-0.06,0.15,0.27,0.16,-0.01,0.22,0.245,0.155,-0.035,0.185,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A366B00,2025/2/11,32,29,32.5,32.2,32.4,12,18,18,17.9,17.2,17.55,0.15,0.12,-0.05,0.07,0.22,0.2,-0.01,0.09,0.185,0.16,-0.03,0.08,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A367B00,2025/2/11,32,29,32.4,32,32.2,12,18,18,17.4,16.9,17.15,0.18,0.1,-0.04,0.15,0.24,0.16,-0.01,0.18,0.21,0.13,-0.025,0.165,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A368B00,2025/2/11,32,29,32.6,32.3,32.5,12,18,18,18.1,17.3,17.7,0.12,0.11,-0.05,0.03,0.21,0.2,-0.01,0.06,0.165,0.155,-0.03,0.045,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A369B00,2025/2/11,32,29,33.1,32.7,32.9,12,18,18,18.3,17.7,18,0.2,0.18,-0.07,0.04,0.24,0.23,-0.01,0.07,0.22,0.205,-0.04,0.055,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A370B00,2025/2/11,32,29,32.8,32.5,32.7,12,18,18,18,17.4,17.7,0.24,0.21,-0.1,0.06,0.29,0.28,-0.06,0.02,0.265,0.245,-0.08,0.04,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A371B00,2025/2/12,32,29,32.4,32.6,32.5,12,18,18,18.7,17.7,18.2,0.15,0.1,-0.09,0.07,0.22,0.17,-0.01,0.14,0.185,0.135,-0.05,0.105,0.49,-0.12,-0.13,-0.46
PGK406701,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65013030,52A372B00,2025/2/12,32,29,32.5,32.6,32.6,12,18,18,16.8,16.2,16.5,0.2,0.09,-0.07,0.17,0.29,0.15,0,0.25,0.245,0.12,-0.035,0.21,0.49,-0.12,-0.13,-0.46
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,502-0101,52A088B00,2025/2/20,25,23,24.5,24.6,24.6,10,20,18,15.3,15.5,15.4,0.27,-0.22,-0.1,-0.13,0.23,-0.16,-0.11,-0.13,0.25,-0.19,-0.105,-0.13,0.3,-0.03,-0.06,-0.29
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,502-0101,52A089A00,2025/2/20,25,23,25.1,25.3,25.2,10,20,18,15.2,15.7,15.45,0.32,-0.3,-0.08,-0.09,0.28,-0.24,-0.1,-0.09,0.3,-0.27,-0.09,-0.09,0.3,-0.03,-0.06,-0.29
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,502-0101,52A089B00,2025/2/20,25,23,24.9,25.2,25.1,10,20,18,15.4,15.8,15.6,0.33,-0.3,-0.09,-0.09,0.27,-0.23,-0.12,-0.08,0.3,-0.265,-0.105,-0.085,0.3,-0.03,-0.06,-0.29
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,502-0101,52A090B00,2025/2/20,25,23,24.4,24.6,24.5,10,20,18,14.9,14.7,14.8,0.31,-0.27,-0.11,-0.1,0.33,-0.29,-0.1,-0.12,0.32,-0.28,-0.105,-0.11,0.3,-0.03,-0.06,-0.29
D3K349205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,502-0101,52A380B00,2025/2/20,25,23,24.5,24.7,24.6,10,20,18,15.6,15.2,15.4,0.38,-0.36,-0.12,-0.04,0.35,-0.32,-0.12,-0.06,0.365,-0.34,-0.12,-0.05,0.3,-0.03,-0.06,-0.29
D3K40C001,KD3L,隔間面板(抗靜電),YS2E1230L,PK2E1230L,502-0106,52L157A00,2025/2/22,25,23,25.3,25.4,25.4,15,25,22,22.3,22.1,22.2,0.5,0.29,-0.36,0.2,0.5,0.24,-0.38,0.22,0.5,0.27,-0.37,0.21,0.29,0.27,-0.1,-0.01
D3K40C001,KD3L,隔間面板(抗靜電),YS2E1230L,PK2E1230L,502-0106,52L157B00,2025/2/22,25,23,25.4,25.2,25.3,15,25,22,22.4,22.2,22.3,0.5,0.27,-0.37,0.21,0.49,0.25,-0.36,0.23,0.495,0.26,-0.365,0.22,0.29,0.27,-0.1,-0.01
W3K400903,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E12WCY,PK2E12WCY,411-0143,52A242A00,2025/2/25,25,23,25.3,25.6,25.5,20,30,29,27.9,27.3,27.6,0.2,-0.11,-0.12,0.12,0.18,-0.08,-0.13,0.1,0.19,-0.095,-0.125,0.11,0.41,0.14,-0.17,-0.37
W3K400903,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E12WCY,PK2E12WCY,411-0143,52A242B00,2025/2/25,25,23,25.4,25.2,25.3,20,30,29,27.8,27.4,27.6,0.22,-0.12,-0.12,0.14,0.21,-0.09,-0.15,0.11,0.215,-0.105,-0.135,0.125,0.41,0.14,-0.17,-0.37
W3K400905,KD3N,隔間面板(背面層黏貼/發泡),YS20428A1,PT20428A1,KT64354019,52A243A00,2025/2/25,25,23,25.6,25.4,25.5,20,30,24,24.7,24.1,24.4,0.78,0.63,0.18,-0.42,0.72,0.55,0.18,-0.43,0.75,0.59,0.18,-0.425,0.47,0.23,-0.14,0.41
W3K400905,KD3N,隔間面板(背面層黏貼/發泡),YS20428A1,PT20428A1,KT64354019,52A243B00,2025/2/25,25,23,25.3,25.4,25.4,20,30,24,24.6,24.3,24.45,0.8,0.64,0.2,-0.43,0.73,0.57,0.19,-0.42,0.765,0.605,0.195,-0.425,0.47,0.23,-0.14,0.41
