Order ID,用途碼,用途中文說明,標準板編號,塗料編號,製造批號,Coil No.,Time,Coating Thickness正面,"Minimum thickness
 正面","Coating Thickness
 正面 -北","Coating Thickness
 正面 -南","Avergage Thickness
  (µm)正面",光澤60度反射(下限),光澤60度反射(上限),入料檢測-光澤,光澤-正-北,光澤-正-南,"Average value
 光澤正面","正-北
 ΔE","正-北
 ΔL","正-北
Δa","正-北
Δb","正-南
 ΔE","正-南
ΔL","正-南
Δa","正-南
Δb","Average value
ΔE 正面","Average value
ΔL 正面","Average value
 Δa 正面","Average value
Δb 正面","入料檢測
ΔE 正面","入料檢測
 ΔL 正面","入料檢測
Δa 正面","入料檢測
Δb 正面"
PGK414501,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65069039,53B330B00,2025/4/2,32,29,30,29.7,29.9,12,18,18,16.5,17.2,16.85,0.55,-0.24,-0.3,-0.39,0.67,-0.35,-0.32,-0.47,0.61,-0.295,-0.31,-0.43,0.45,-0.11,-0.24,-0.37
PGK414501,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65069039,53B331B00,2025/4/2,32,29,30.7,30.6,30.7,12,18,18,16.2,17.4,16.8,0.61,-0.42,-0.31,-0.32,0.61,-0.4,-0.31,-0.34,0.61,-0.41,-0.31,-0.33,0.45,-0.11,-0.24,-0.37
PGK414501,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65069039,53B332B00,2025/4/2,32,29,30.9,30.7,30.8,12,18,18,16.4,17.8,17.1,0.58,-0.34,-0.28,-0.38,0.6,-0.35,-0.32,-0.37,0.59,-0.345,-0.3,-0.375,0.45,-0.11,-0.24,-0.37
PGK414501,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65069039,53B333B00,2025/4/2,32,29,30.8,30.6,30.7,12,18,18,15.9,16.2,16.05,0.49,-0.24,-0.29,-0.31,0.54,-0.21,-0.31,-0.39,0.515,-0.225,-0.3,-0.35,0.45,-0.11,-0.24,-0.37
PGK414501,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65069039,53B334B00,2025/4/2,32,29,30.6,30.5,30.6,12,18,18,15.8,16.4,16.1,0.54,-0.28,-0.29,-0.36,0.57,-0.28,-0.29,-0.4,0.555,-0.28,-0.29,-0.38,0.45,-0.11,-0.24,-0.37
PGK414501,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65069039,53B335B00,2025/4/2,32,29,30.7,30.8,30.8,12,18,18,15.3,15.2,15.25,0.51,-0.25,-0.29,-0.33,0.57,-0.27,-0.31,-0.4,0.54,-0.26,-0.3,-0.365,0.45,-0.11,-0.24,-0.37
PGK414501,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65069039,53B336B00,2025/4/2,32,29,30.6,30.5,30.6,12,18,18,15.3,15.7,15.5,0.47,-0.18,-0.3,-0.31,0.55,-0.2,-0.32,-0.4,0.51,-0.19,-0.31,-0.355,0.45,-0.11,-0.24,-0.37
PGK414501,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65069039,53B218B00,2025/4/3,32,29,30.4,30.2,30.3,12,18,18,14.9,15.2,15.05,0.54,-0.2,-0.32,-0.39,0.54,-0.21,-0.33,-0.37,0.54,-0.205,-0.325,-0.38,0.45,-0.11,-0.24,-0.37
PGK414501,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65069039,53B337B00,2025/4/3,32,29,30.2,30.5,30.4,12,18,18,14.6,14.2,14.4,0.53,-0.22,-0.31,-0.37,0.51,-0.2,-0.31,-0.35,0.52,-0.21,-0.31,-0.36,0.45,-0.11,-0.24,-0.37
PGK414501,KDR6,輕鋼架(環保),YS2F11WL9 /YS2F11WLA,PT2F11WL9,KT65069039,53B338A20,2025/4/3,32,29,30.1,29.9,30,12,18,18,15,14.9,14.95,0.55,-0.23,-0.33,-0.37,0.54,-0.2,-0.32,-0.39,0.545,-0.215,-0.325,-0.38,0.45,-0.11,-0.24,-0.37
W3K40W202,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N114-347,53B590B00,2025/4/3,25,23,24.9,24.7,24.8,20,30,27,27.9,28,27.95,0.46,0.44,-0.02,0.12,0.49,0.47,-0.01,0.12,0.475,0.455,-0.015,0.12,0.28,0.18,0.2,-0.05
W3K40W202,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N114-138,53B591A00,2025/4/3,25,23,24.8,24.7,24.8,20,30,26,28.2,28.2,28.2,0.43,0.4,-0.05,0.14,0.44,0.41,-0.03,0.15,0.435,0.405,-0.04,0.145,0.16,-0.14,0.06,-0.04
W3K40W202,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N114-138,53B591B00,2025/4/3,25,23,24.9,24.7,24.8,20,30,26,28.1,28.2,28.15,0.43,0.4,-0.04,0.15,0.45,0.42,-0.04,0.15,0.44,0.41,-0.04,0.15,0.16,-0.14,0.06,-0.04
W3K40W202,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N114-347,53B592B00,2025/4/3,25,23,24.8,24.7,24.8,20,30,27,27.6,27.7,27.65,0.45,0.43,-0.01,0.13,0.5,0.48,-0.01,0.15,0.475,0.455,-0.01,0.14,0.28,0.18,0.2,-0.05
W3K40W202,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N114-347,53B593B00,2025/4/3,25,23,24.8,24.7,24.8,20,30,27,28,28.1,28.05,0.45,0.43,-0.03,0.12,0.48,0.46,-0.01,0.13,0.465,0.445,-0.02,0.125,0.28,0.18,0.2,-0.05
W3K40W202,KD3N,隔間面板(背面層黏貼/發泡),YS2F123NT,PN2F123NT,N114-347,53B594B00,2025/4/3,25,23,24.8,24.7,24.8,20,30,27,28.3,28.2,28.25,0.44,0.41,-0.06,0.14,0.45,0.42,-0.04,0.15,0.445,0.415,-0.05,0.145,0.28,0.18,0.2,-0.05
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B530A10,2025/4/4,25,23,24.4,24.5,24.5,#N/A,#N/A,#N/A,14,14.4,14.2,0.49,-0.02,-0.07,0.48,0.49,0.01,-0.07,0.48,0.49,-0.005,-0.07,0.48,#N/A,#N/A,#N/A,#N/A
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B530A20,2025/4/4,25,23,24.7,24.5,24.6,#N/A,#N/A,#N/A,13.5,13.7,13.6,0.5,0.05,-0.08,0.49,0.51,0.11,-0.06,0.49,0.505,0.08,-0.07,0.49,#N/A,#N/A,#N/A,#N/A
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B530B10,2025/4/4,25,23,25,25.2,25.1,#N/A,#N/A,#N/A,12.9,13.2,13.05,0.46,-0.04,-0.02,0.46,0.45,-0.01,-0.03,0.45,0.455,-0.025,-0.025,0.455,#N/A,#N/A,#N/A,#N/A
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B530B20,2025/4/4,25,23,25.3,25.1,25.2,#N/A,#N/A,#N/A,13.4,13.7,13.55,0.46,-0.05,-0.03,0.46,0.43,-0.05,-0.02,0.43,0.445,-0.05,-0.025,0.445,#N/A,#N/A,#N/A,#N/A
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B530BP0,2025/4/4,25,23,24.6,24.5,24.6,#N/A,#N/A,#N/A,12.1,12.7,12.4,0.49,-0.09,0.01,0.48,0.43,-0.03,0.01,0.43,0.46,-0.06,0.01,0.455,#N/A,#N/A,#N/A,#N/A
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B531B00,2025/4/4,25,23,24.5,24.6,24.6,#N/A,#N/A,#N/A,12.4,12.7,12.55,0.38,0,0.1,0.37,0.37,-0.04,0.1,0.35,0.375,-0.02,0.1,0.36,#N/A,#N/A,#N/A,#N/A
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B532B00,2025/4/4,25,23,24.5,24.4,24.5,#N/A,#N/A,#N/A,12.4,12.4,12.4,0.39,-0.08,0.07,0.38,0.38,-0.05,0.07,0.37,0.385,-0.065,0.07,0.375,#N/A,#N/A,#N/A,#N/A
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B533B00,2025/4/4,25,23,24.6,24.7,24.7,#N/A,#N/A,#N/A,12.3,12.7,12.5,0.39,0,0.1,0.38,0.38,-0.04,0.1,0.36,0.385,-0.02,0.1,0.37,#N/A,#N/A,#N/A,#N/A
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B540B00,2025/4/4,25,23,24.4,24.6,24.5,#N/A,#N/A,#N/A,12.4,12.6,12.5,0.44,-0.06,0.02,0.44,0.43,-0.04,0.01,0.43,0.435,-0.05,0.015,0.435,#N/A,#N/A,#N/A,#N/A
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B543B00,2025/4/4,25,23,24.8,24.7,24.8,#N/A,#N/A,#N/A,13,13.1,13.05,0.33,-0.07,0.1,0.31,0.35,-0.09,0.1,0.32,0.34,-0.08,0.1,0.315,#N/A,#N/A,#N/A,#N/A
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B544B00,2025/4/4,25,23,24.5,24.7,24.6,#N/A,#N/A,#N/A,12.6,12.3,12.45,0.38,-0.07,0.08,0.37,0.36,-0.06,0.08,0.35,0.37,-0.065,0.08,0.36,#N/A,#N/A,#N/A,#N/A
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,NA,53B547B00,2025/4/4,25,23,24.6,24.8,24.7,#N/A,#N/A,#N/A,11.7,11.9,11.8,0.41,-0.02,0.09,0.4,0.4,-0.03,0.08,0.39,0.405,-0.025,0.085,0.395,#N/A,#N/A,#N/A,#N/A
W3K40W205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E12323PS/YS2E123PS,PS2E123PS,F175011003,53B592M00,2025/4/4,25,23,24.7,24.5,24.6,20,30,23,18.4,18.2,18.3,0.35,0.32,-0.14,0.01,0.34,0.31,-0.13,0.02,0.345,0.315,-0.135,0.015,0.18,0.04,-0.05,-0.16
W3K40W204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E12WCY,PK2E12WCY,501-0090,53B640A00,2025/4/4,25,23,24.7,24.5,24.6,20,30,28,18.9,18.6,18.75,0.43,-0.36,-0.17,0.15,0.43,-0.37,-0.19,0.12,0.43,-0.365,-0.18,0.135,0.16,0.16,0.02,0.03
W3K40W204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E12WCY,PK2E12WCY,501-0090,53B640B20,2025/4/4,25,23,24.6,24.6,24.6,20,30,28,18.5,18.2,18.35,0.43,-0.37,-0.16,0.14,0.43,-0.37,-0.18,0.13,0.43,-0.37,-0.17,0.135,0.16,0.16,0.02,0.03
W3K40W204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E12WCY,PK2E12WCY,501-0090,53B641B00,2025/4/4,25,23,24.7,24.5,24.6,20,30,28,18.2,18.1,18.15,0.38,-0.31,-0.16,0.14,0.4,-0.33,-0.18,0.13,0.39,-0.32,-0.17,0.135,0.16,0.16,0.02,0.03
W3K40W205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E12323PS/YS2E123PS,PS2E123PS,F175011003,53B642A00,2025/4/4,25,23,24.7,24.5,24.6,20,30,23,18.6,18.6,18.6,0.35,0.32,-0.14,0.02,0.42,0.32,-0.14,0.24,0.385,0.32,-0.14,0.13,0.18,0.04,-0.05,-0.16
W3K40W205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E12323PS/YS2E123PS,PS2E123PS,F175011003,53B642B00,2025/4/4,25,23,24.6,24.5,24.6,20,30,23,18.2,18.4,18.3,0.36,0.33,-0.15,0.02,0.35,0.32,-0.13,0.03,0.355,0.325,-0.14,0.025,0.18,0.04,-0.05,-0.16
D3K40V202,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175021901,53B011B00,2025/4/5,25,23,24.8,24.7,24.8,20,30,23,22.4,21.9,22.15,0.19,-0.03,-0.19,-0.03,0.2,0.05,-0.19,-0.03,0.195,0.01,-0.19,-0.03,0.3,0.19,-0.25,0.11
D3K40V202,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175021901,53B012A00,2025/4/5,25,23,24.4,24.6,24.5,20,30,23,21.2,21.2,21.2,0.23,-0.04,-0.22,-0.03,0.23,-0.05,-0.22,-0.06,0.23,-0.05,-0.22,-0.05,0.3,0.19,-0.25,0.11
D3K40V202,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175021901,53B012B00,2025/4/5,25,23,24.6,24.7,24.7,20,30,23,21.2,21.2,21.2,0.21,0.02,-0.21,-0.01,0.22,0,-0.22,-0.03,0.215,0.01,-0.22,-0.02,0.3,0.19,-0.25,0.11
D3K40V202,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175021901,53B013B00,2025/4/5,25,23,24.5,24.4,24.5,20,30,23,21.1,21,21.05,0.24,-0.1,-0.2,-0.09,0.25,-0.12,-0.2,-0.1,0.245,-0.11,-0.2,-0.1,0.3,0.19,-0.25,0.11
D3K40V203,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123DF,PS2E123DF,F175021903,53B073B00,2025/4/5,25,23,24.7,24.8,24.8,20,30,27,27.7,27,27.35,0.39,0.23,0.23,0.22,0.48,0.32,0.28,0.22,0.435,0.275,0.255,0.22,0.3,0.21,0.09,0.19
D3K40V203,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123DF,PS2E123DF,F175021903,53B074A00,2025/4/5,25,23,25.4,25.2,25.3,20,30,27,25.7,24.9,25.3,0.37,0.17,0.2,0.26,0.39,0.19,0.23,0.25,0.38,0.18,0.215,0.255,0.3,0.21,0.09,0.19
D3K40V203,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123DF,PS2E123DF,F175021903,53B074B00,2025/4/5,25,23,25.3,25,25.2,20,30,27,25.4,24.9,25.15,0.35,0.14,0.21,0.24,0.39,0.18,0.22,0.27,0.37,0.16,0.215,0.255,0.3,0.21,0.09,0.19
D3K40V203,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123DF,PS2E123DF,F175021903,53B075B00,2025/4/5,25,23,25.4,25.6,25.5,20,30,27,27.8,27.7,27.75,0.45,0.34,0.26,0.15,0.49,0.38,0.27,0.16,0.47,0.36,0.265,0.155,0.3,0.21,0.09,0.19
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,503-0151,53B545B00,2025/4/5,25,23,24.6,24.8,24.7,10,20,18,12.8,12.7,12.75,0.37,0.07,0.12,0.34,0.33,0.11,0.1,0.3,0.35,0.09,0.11,0.32,0.33,0.09,0.28,-0.15
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,503-0151,53B546B00,2025/4/5,25,23,24.4,24.5,24.5,10,20,18,12.5,11.9,12.2,0.4,0.01,0.1,0.39,0.36,0.02,0.1,0.35,0.38,0.015,0.1,0.37,0.33,0.09,0.28,-0.15
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,503-0151,53B548B00,2025/4/5,25,23,24.7,24.8,24.8,10,20,18,12.9,13.1,13,0.37,0.09,0.11,0.34,0.43,0.11,0.13,0.39,0.4,0.1,0.12,0.365,0.33,0.09,0.28,-0.15
D3K40V204,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,503-0151,53B561B00,2025/4/5,25,23,24.7,24.5,24.6,10,20,18,12.7,12.9,12.8,0.35,0.08,0.1,0.33,0.32,0.1,0.1,0.29,0.335,0.09,0.1,0.31,0.33,0.09,0.28,-0.15
D3K40V208,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175021901,53C205A00,2025/4/15,25,23,24.7,24.5,24.6,20,30,23,23.4,22.6,23,0.39,0.29,-0.26,0.01,0.38,0.26,-0.28,0.02,0.385,0.28,-0.27,0.02,0.3,0.19,-0.25,0.11
D3K40V208,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175021901,53C205B00,2025/4/15,25,23,24.8,24.6,24.7,20,30,23,23.7,22.8,23.25,0.38,0.28,-0.25,0.02,0.37,0.26,-0.26,0.01,0.375,0.27,-0.26,0.02,0.3,0.19,-0.25,0.11
D3K40V208,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175021901,53C206B00,2025/4/15,25,23,25.4,25,25.2,20,30,23,23.5,22.5,23,0.42,0.28,-0.28,0.13,0.41,0.24,-0.32,0.09,0.415,0.26,-0.3,0.11,0.3,0.19,-0.25,0.11
D3K40V208,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175021901,53C207B00,2025/4/15,25,23,24.9,24.6,24.8,20,30,23,22.6,22.7,22.65,0.41,0.26,-0.28,0.15,0.39,0.24,-0.3,0.09,0.4,0.25,-0.29,0.12,0.3,0.19,-0.25,0.11
D3K40V208,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175021901,53C208B00,2025/4/15,25,23,25.2,24.9,25.1,20,30,23,23.1,22.5,22.8,0.4,0.23,-0.28,0.18,0.4,0.24,-0.31,0.09,0.4,0.24,-0.3,0.14,0.3,0.19,-0.25,0.11
D3K40V205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,503-0151,53L875B00,2025/4/15,25,23,24.5,24.7,24.6,10,20,18,13.6,14.2,13.9,0.46,-0.02,0.01,0.46,0.48,-0.01,0.01,0.48,0.47,-0.015,0.01,0.47,0.33,0.09,0.28,-0.15
D3K40V205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,503-0151,53L876A00,2025/4/15,25,23,24.7,24.5,24.6,10,20,18,13.4,14.2,13.8,0.5,-0.03,0.01,0.5,0.5,-0.02,0.01,0.5,0.5,-0.025,0.01,0.5,0.33,0.09,0.28,-0.15
D3K40V205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,503-0151,53L876B00,2025/4/15,25,23,24.6,24.5,24.6,10,20,18,13.5,14.3,13.9,0.47,-0.02,0.04,0.47,0.45,-0.04,0.03,0.45,0.46,-0.03,0.035,0.46,0.33,0.09,0.28,-0.15
D3K40V205,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E118G2,PK2E118G2,503-0151,53L877B00,2025/4/15,25,23,24.6,24.5,24.6,10,20,18,13.7,14.1,13.9,0.47,-0.03,0.01,0.47,0.47,-0.02,0.02,0.47,0.47,-0.025,0.015,0.47,0.33,0.09,0.28,-0.15
D3K40V208,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175032108,53M019B00,2025/4/15,25,23,24.9,24.6,24.8,20,30,30,23.3,22.6,22.95,0.44,0.3,-0.3,0.12,0.42,0.26,-0.32,0.09,0.43,0.28,-0.31,0.11,0.3,0.13,-0.22,0.15
D3K40V208,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175021901,53M027B00,2025/4/15,25,23,25.1,24.8,25,20,30,23,23.3,22.9,23.1,0.43,0.28,-0.3,0.14,0.41,0.25,-0.31,0.09,0.42,0.27,-0.31,0.12,0.3,0.19,-0.25,0.11
D3K40V208,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175032108,53M028B00,2025/4/15,25,23,25.2,24.8,25,20,30,30,23.6,22.5,23.05,0.45,0.3,-0.31,0.13,0.42,0.27,-0.31,0.08,0.435,0.29,-0.31,0.11,0.3,0.13,-0.22,0.15
D3K40V208,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175032108,53M038B00,2025/4/15,25,23,25.3,24.9,25.1,20,30,30,23.3,22.7,23,0.47,0.32,-0.31,0.16,0.45,0.3,-0.32,0.11,0.46,0.31,-0.32,0.14,0.3,0.13,-0.22,0.15
D3K40V209,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123EK,PS2E123EK,F175032402,54A076B00,2025/4/15,25,23,24.9,24.8,24.9,20,30,27,26.3,25.6,25.95,0.37,0.21,0.21,0.22,0.36,0.23,-0.21,0.19,0.37,0.22,0,0.21,0.24,-0.17,0.16,0.02
D3K40V208,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175032108,54A076M20,2025/4/15,25,23,25,24.7,24.9,20,30,30,23.3,22.6,22.95,0.47,0.33,-0.31,0.14,0.42,0.28,-0.3,0.1,0.445,0.31,-0.31,0.12,0.3,0.13,-0.22,0.15
D3K40V209,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123EK,PS2E123EK,F174121907,54A077A00,2025/4/15,25,23,24.4,24.3,24.4,20,30,28,24.9,25.3,25.1,0.27,0,-0.27,0.05,0.28,0.05,-0.27,0.06,0.28,0.03,-0.27,0.06,0.48,-0.46,-0.15,-0.04
D3K40V209,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123EK,PS2E123EK,F174121907,54A077B00,2025/4/15,25,23,24.5,24.6,24.6,20,30,28,25.1,25.3,25.2,0.28,-0.1,-0.26,0.02,0.29,0.04,-0.28,0.05,0.29,-0.03,-0.27,0.04,0.48,-0.46,-0.15,-0.04
D3K40V209,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123EK,PS2E123EK,F175032402,54A078B00,2025/4/15,25,23,24,24.3,24.2,20,30,27,25.8,25.1,25.45,0.3,0.1,-0.26,0.11,0.34,0.15,-0.28,0.13,0.32,0.13,-0.27,0.12,0.24,-0.17,0.16,0.02
D3K40V209,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123EK,PS2E123EK,F175032402,54L045B00,2025/4/15,25,23,24.7,24.5,24.6,20,30,27,26.1,25.7,25.9,0.39,0.2,-0.25,0.23,0.38,0.22,-0.24,0.2,0.39,0.21,-0.25,0.22,0.24,-0.17,0.16,0.02
D3K40V209,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123EK,PS2E123EK,F175032402,54L046B00,2025/4/15,25,23,24,24.1,24.1,20,30,27,24.9,24.9,24.9,0.32,0.1,-0.26,0.15,0.29,0.02,-0.25,0.15,0.31,0.06,-0.26,0.15,0.24,-0.17,0.16,0.02
D3K40V209,KD3M,隔間面板(抗靜電--背面發泡黏貼),YS2E123EK,PS2E123EK,F175032402,54L047B00,2025/4/15,25,23,24.4,24.6,24.5,20,30,27,26.1,25.4,25.75,0.4,0.21,-0.25,0.23,0.4,0.2,-0.27,0.21,0.4,0.21,-0.26,0.22,0.24,-0.17,0.16,0.02
D3K40V207,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175032108,54A188A00,2025/4/18,25,23,24.9,24.7,24.8,20,30,30,23.4,23,23.2,0.54,0.44,-0.25,0.2,0.56,0.46,-0.25,0.21,0.55,0.45,-0.25,0.21,0.3,0.13,-0.22,0.15
D3K40V207,KD3N,隔間面板(背面層黏貼/發泡),YS2042337,PS2042337,F175032108,54A188B00,2025/4/18,25,23,24.7,24.5,24.6,20,30,30,23.7,23.1,23.4,0.51,0.41,-0.23,0.19,0.53,0.43,-0.24,0.2,0.52,0.42,-0.24,0.2,0.3,0.13,-0.22,0.15
PPK418001,KED1,電熱器外殼,YS6GB39US,PT6GB39US,KT65072007,54B463B00,2025/5/12,25,23,25.8,26,25.9,30,40,37,37.4,38.6,38,0.26,0.25,-0.03,-0.05,0.25,0.25,-0.02,-0.01,0.255,0.25,-0.025,-0.03,0.11,0.09,0.01,-0.05
PPK418001,KED1,電熱器外殼,YS6GB39US,PT6GB39US,KT65072007,54B585A00,2025/5/12,25,23,26.2,26.5,26.4,30,40,37,37.8,38,37.9,0.29,0.27,-0.02,-0.09,0.28,0.26,-0.02,-0.09,0.285,0.265,-0.02,-0.09,0.11,0.09,0.01,-0.05
PPK418001,KED1,電熱器外殼,YS6GB39US,PT6GB39US,KT65072007,54B585B00,2025/5/12,25,23,26,26.2,26.1,30,40,37,38,38.6,38.3,0.22,0.22,-0.02,-0.02,0.25,0.25,-0.01,-0.01,0.235,0.235,-0.015,-0.015,0.11,0.09,0.01,-0.05
PPK417901,KED1,電熱器外殼,YS6GB39US,PT6GB39US,KT65072007,54B851B00,2025/5/12,25,23,25.5,25.1,25.3,30,40,37,34.2,35.1,34.65,0.23,0.22,0,-0.06,0.22,0.22,0.01,-0.04,0.225,0.22,0.005,-0.05,0.11,0.09,0.01,-0.05
PPK41E701,KED1,電熱器外殼,YS6GB39US,PT6GB39US,KT65072007,54B852B00,2025/5/12,25,23,24.5,24,24.3,30,40,37,37.3,36.3,36.8,0.21,0.21,0,-0.03,0.21,0.21,-0.01,-0.03,0.21,0.21,-0.005,-0.03,0.11,0.09,0.01,-0.05
PPK41E702,KED1,電熱器外殼,YS6GB39US,PT6GB39US,KT65072007,54L842B00,2025/5/12,25,23,26.8,26.5,26.7,30,40,37,37.6,38.3,37.95,0.33,0.33,-0.04,-0.01,0.35,0.35,-0.05,0,0.34,0.34,-0.045,-0.005,0.11,0.09,0.01,-0.05
D3K41E601,KD10,輕鋼架,YS2F13WW8,PT2F13WW8,KT65035015,55A009A10,2025/5/18,25,23,25.8,24.8,25.3,30,40,38,28.1,28,28.05,0.28,0.05,0.09,0.26,0.33,0.15,0.14,0.26,0.305,0.1,0.115,0.26,0.09,-0.01,0.02,0.09
D3K41E601,KD10,輕鋼架,YS2F13WW8,PT2F13WW8,KT65035015,55A009A20,2025/5/18,25,23,24.1,24,24.1,30,40,38,27.2,27.4,27.3,0.45,0.08,0,0.44,0.49,-0.32,-0.06,0.37,0.47,-0.12,-0.03,0.405,0.09,-0.01,0.02,0.09
D3K41E601,KD10,輕鋼架,YS2F13WW8,PT2F13WW8,KT65115015,55A009B20,2025/5/18,25,23,24.2,24.6,24.4,30,40,33,28.2,28,28.1,0.46,-0.07,0.05,0.45,0.45,-0.08,0.07,0.44,0.455,-0.075,0.06,0.445,0.13,0.09,0.09,0.04
D3K41B401,KD10,輕鋼架,YS20628C7,PS20628C7,F174110709,55A010A10,2025/5/18,25,23,24.8,25.1,25,20,30,29,18.4,19,18.7,0.47,-0.29,-0.21,0.3,0.48,-0.24,-0.2,0.37,0.475,-0.265,-0.205,0.335,0.38,0.26,0.1,0.26
D3K41B401,KD10,輕鋼架,YS20628C7,PS20628C7,F175042304,55A010A20,2025/5/18,25,23,24.1,24.2,24.2,20,30,27,18.1,18.2,18.15,0.48,-0.25,-0.22,0.35,0.48,-0.2,-0.23,0.37,0.48,-0.225,-0.225,0.36,0.44,-0.4,-0.2,0
D3K41B401,KD10,輕鋼架,YS20628C7,PS20628C7,F175042304,55A010B20,2025/5/18,25,23,24.2,24.1,24.2,20,30,27,21.8,22,21.9,0.5,-0.34,-0.2,0.31,0.48,-0.3,-0.21,0.31,0.49,-0.32,-0.205,0.31,0.44,-0.4,-0.2,0
